0.877151,0.877380,0.842166,0.878527,0.892292,0.894815,0.878068,0.900551,0.904221
0.778300,0.777830,0.847464,0.827149,0.810357,0.810827,0.767379,0.842414,0.847816
0.887879,0.886364,0.866667,0.345455,0.874242,0.874242,0.868182,0.893939,0.898485
0.846591,0.818182,0.715909,0.295455,0.880682,0.897727,0.886364,0.869318,0.875000
0.844444,0.822222,0.711111,0.755556,0.822222,0.800000,0.888889,0.822222,0.822222
0.711111,0.622222,0.666667,0.577778,0.755556,0.733333,0.711111,0.688889,0.777778
0.650000,0.750000,0.600000,0.600000,0.700000,0.650000,0.750000,0.600000,0.700000
0.815287,0.847134,0.891720,0.528662,0.891720,0.898089,0.891720,0.866242,0.891720
0.711712,0.689189,0.693694,0.711712,0.711712,0.720721,0.783784,0.756757,0.752252
0.703125,0.738281,0.699219,0.738281,0.750000,0.761719,0.726562,0.742188,0.687500
0.830769,0.846154,0.861538,0.738462,0.861538,0.876923,0.830769,0.830769,0.876923
0.600000,0.640000,0.640000,0.720000,0.640000,0.600000,0.640000,0.640000,0.680000
0.738095,0.738095,0.619048,0.690476,0.809524,0.809524,0.761905,0.690476,0.809524
0.865967,0.869464,0.893939,0.855478,0.906760,0.899767,0.902098,0.909091,0.911422
0.719626,0.724299,0.677570,0.490654,0.724299,0.761682,0.785047,0.780374,0.705607
0.742358,0.685590,0.641921,0.694323,0.724891,0.742358,0.694323,0.703057,0.711790
0.641026,0.666667,0.538462,0.589744,0.538462,0.487179,0.641026,0.743590,0.641026
0.722222,0.666667,0.777778,0.666667,0.888889,0.777778,0.888889,0.833333,0.777778
0.802273,0.781818,0.825000,0.781818,0.827273,0.818182,0.850000,0.825000,0.834091
0.803532,0.823400,0.770419,0.836645,0.871965,0.860927,0.858720,0.871965,0.845475
0.909864,0.908163,0.909864,0.653061,0.874150,0.875850,0.925170,0.926871,0.812925
0.672840,0.654321,0.672840,0.580247,0.697531,0.734568,0.722222,0.759259,0.604938
0.724138,0.758621,0.793103,0.793103,0.793103,0.827586,0.827586,0.758621,0.758621
0.768000,0.736000,0.832000,0.800000,0.808000,0.800000,0.808000,0.816000,0.840000
0.724719,0.724719,0.775281,0.707865,0.730337,0.747191,0.730337,0.758427,0.775281
0.836177,0.853242,0.887372,0.839590,0.877133,0.887372,0.907850,0.883959,0.890785
0.757835,0.726496,0.732194,0.789174,0.792023,0.786325,0.800570,0.797721,0.760684
0.748993,0.765101,0.750336,0.809396,0.816107,0.805369,0.817450,0.830872,0.804027
0.794872,0.777778,0.884615,0.854701,0.854701,0.846154,0.846154,0.871795,0.880342
0.837209,0.837209,0.813953,0.883721,0.883721,0.883721,0.837209,0.860465,0.790698
0.914454,0.929204,0.946903,0.935103,0.958702,0.961652,0.952802,0.943953,0.961652
0.592105,0.626645,0.644737,0.659539,0.639803,0.634868,0.641447,0.626645,0.644737
0.761468,0.745413,0.784404,0.787844,0.823394,0.827982,0.832569,0.823394,0.833716
0.730570,0.738860,0.784456,0.790674,0.781347,0.787565,0.795855,0.803109,0.808290
0.921875,0.921875,0.921875,0.921875,0.906250,0.906250,0.875000,0.921875,0.921875
0.814815,0.888889,0.851852,0.888889,0.851852,0.851852,0.925926,0.777778,0.851852
0.648649,0.657658,0.576577,0.585586,0.702703,0.693694,0.675676,0.684685,0.630631
0.863071,0.887967,0.933610,0.875519,0.929461,0.933610,0.917012,0.917012,0.937759
0.838068,0.857955,0.880682,0.860795,0.903409,0.903409,0.877841,0.869318,0.892045
0.705882,0.731618,0.750000,0.775735,0.764706,0.768382,0.750000,0.753676,0.698529
0.745098,0.699346,0.725490,0.771242,0.803922,0.816993,0.784314,0.794118,0.758170
0.711538,0.698718,0.727564,0.782051,0.814103,0.807692,0.791667,0.772436,0.769231
0.839237,0.831063,0.869210,0.863760,0.869210,0.866485,0.869210,0.863760,0.877384
0.971545,0.971545,0.977642,0.969512,0.977642,0.975610,0.969512,0.973577,0.977642
0.814815,0.777778,0.777778,0.814815,0.925926,0.851852,0.740741,0.814815,0.777778
0.703704,0.674074,0.777778,0.859259,0.807407,0.807407,0.792593,0.718519,0.748148
0.733945,0.688073,0.770642,0.834862,0.825688,0.816514,0.770642,0.779817,0.733945
0.873171,0.887805,0.912195,0.619512,0.931707,0.931707,0.892683,0.921951,0.921951
0.615385,0.635897,0.651282,0.692308,0.671795,0.702564,0.651282,0.682051,0.646154
0.591093,0.582996,0.599190,0.562753,0.607287,0.578947,0.623482,0.582996,0.647773
0.667647,0.655882,0.623529,0.576471,0.655882,0.664706,0.682353,0.694118,0.644118
0.703704,0.703704,0.666667,0.851852,0.666667,0.777778,0.703704,0.740741,0.777778
0.909091,0.909091,0.727273,0.727273,0.787879,0.757576,0.848485,0.969697,0.727273
0.818418,0.818364,0.811001,0.821017,0.835743,0.833956,0.820963,0.854150,0.852580
0.872686,0.870296,0.869210,0.846963,0.871600,0.872382,0.879508,0.893065,0.894369
0.845046,0.846214,0.884855,0.838914,0.874635,0.872494,0.845338,0.885050,0.884855
0.877495,0.875430,0.869007,0.883918,0.888851,0.895618,0.876462,0.902042,0.903877
0.778417,0.778182,0.847464,0.822687,0.807069,0.808948,0.773485,0.842179,0.847816
0.878788,0.890909,0.865152,0.804545,0.878788,0.890909,0.869697,0.881818,0.900000
0.852273,0.852273,0.715909,0.772727,0.886364,0.897727,0.880682,0.897727,0.846591
0.822222,0.822222,0.755556,0.844444,0.844444,0.844444,0.822222,0.777778,0.800000
0.688889,0.755556,0.755556,0.600000,0.644444,0.577778,0.711111,0.711111,0.777778
0.700000,0.750000,0.650000,0.800000,0.750000,0.850000,0.750000,0.550000,0.600000
0.834395,0.821656,0.878981,0.847134,0.898089,0.917197,0.885350,0.872611,0.898089
0.729730,0.684685,0.689189,0.747748,0.738739,0.738739,0.752252,0.756757,0.752252
0.675781,0.679688,0.667969,0.726562,0.714844,0.730469,0.750000,0.753906,0.699219
0.769231,0.800000,0.861538,0.846154,0.846154,0.846154,0.830769,0.784615,0.861538
0.640000,0.640000,0.680000,0.720000,0.600000,0.600000,0.640000,0.600000,0.720000
0.738095,0.738095,0.690476,0.809524,0.738095,0.714286,0.738095,0.809524,0.714286
0.869464,0.878788,0.910256,0.867133,0.904429,0.900932,0.904429,0.910256,0.912587
0.686916,0.738318,0.635514,0.514019,0.742991,0.733645,0.747664,0.775701,0.724299
0.655022,0.689956,0.659389,0.685590,0.689956,0.672489,0.720524,0.729258,0.694323
0.589744,0.512821,0.666667,0.615385,0.487179,0.538462,0.615385,0.435897,0.358974
0.611111,0.555556,0.722222,0.888889,0.777778,0.777778,0.777778,0.833333,0.722222
0.859091,0.859091,0.845455,0.815909,0.802273,0.840909,0.859091,0.859091,0.838636
0.827815,0.801325,0.779249,0.845475,0.869757,0.871965,0.852097,0.871965,0.852097
0.908163,0.909864,0.908163,0.666667,0.875850,0.884354,0.918367,0.928571,0.789116
0.685185,0.660494,0.691358,0.654321,0.765432,0.765432,0.728395,0.765432,0.611111
0.827586,0.827586,0.793103,0.793103,0.862069,0.862069,0.827586,0.793103,0.862069
